Name,Meaning,Gender,Origin,Lucky #,Religion,Short Name,Name Length
Quwat,"Power, Force, Energy",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Qaasi,Final,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Qazzafi,"Wide, spacious, extensive",Boy,Urdu,9,Muslim,NO,7 Letters and 1 Word
Kifah,"Struggle, fight,",Boy,Urdu,2,Muslim,YES,5 Letters and 1 Word
Qatim,Desire,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Qadaaf,Fast Walker,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Qalzum,Deep River,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Zaa'ir,"Visitor, Guest",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Zuhoor,"Variant Of Zuhur: Appearing, Arising",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Yaser,Wealthy,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Yaasaj,Arrow,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Yaraq,"Obvious, Evident, Clear, Manifest",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Yadhuman,"Brave, Valiant",Boy,Arabic,6,Muslim,NO,8 Letters and 1 Word
Yameem,Intended,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Yaasem,Jasmine,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Yareed,"Love, Fondness",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Yaazer,Writer,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Yaasin,"The Title Of Hazrat Muhammad (S,A,W,W)",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Yarsal,Sent,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Yaook,Name Of A Statue,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Yamaam,The Aim,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Yawar Abbas ,"Adjutant, Friendly, Helper ",Boy,Arabic,8,Muslim,NO,12 Letters and 3 Word
Yaawer,Helper,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Yafar,Art,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Yagona,Equal,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Zaakir,"Remembering, Grateful",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Zaheb,The Concession,Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Zaraq,Dark Blue,Boy,Urdu,1,Muslim,YES,5 Letters and 1 Word
Zabreen,Higher,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Zamair,"Heart, idea, secret",Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Zanoon,NOBLE-MINDED,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Zoomeer,The humility to do,Boy,Urdu,3,Muslim,NO,7 Letters and 1 Word
"Zamir,Zameer ",Warner,Boy,Urdu,5,Muslim,NO,13 Letters and 2 Word
Zamaad,Leap,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Zawahir,innocent,Boy,Urdu,5,Muslim,NO,7 Letters and 1 Word
Zial,Tempered,Boy,Urdu,3,Muslim,YES,4 Letters and 1 Word
Zahoor Qudsi,Holiness expressed,Boy,Urdu,7,Muslim,NO,12 Letters and 2 Word
Yaqoot Ahmar,Name Of A Precious Stone,Boy,Arabic,10,Muslim,NO,12 Letters and 2 Word
Zakki,"Intellectual, Ingenious",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Yaariz,Writer,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Yarmghan,"Gift, Courtesy, Kindness",Boy,Arabic,5,Muslim,NO,8 Letters and 1 Word
Yaghman,Booty,Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Zartosht,Zoroaster,Boy,Persian,8,Muslim,NO,8 Letters and 1 Word
Hariz,"Strong, secure, guarded,",Boy,Urdu,1,Muslim,YES,5 Letters and 1 Word
Zebeeh,Slaughtered,Boy,Urdu,9,Muslim,YES,6 Letters and 1 Word
Zarafat,joke,Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Hadib,"Devoted, Kind, Compassionate",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Yalduz,A Name Of Star,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Haqqani,"Correct, right, proper",Boy,Urdu,6,Muslim,NO,7 Letters and 1 Word
Wafaq,"Concord, Harmony, Unanimity",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Wasalat,"Resource, Help, Support",Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Waaiz,Creator,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Warad,Saffron,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Wasem,Beautiful,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Zekia,Allah Abundant  Mentions To,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Wird,Rose,Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Zamrez,"LOIN,BRAVE",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Zooqan,Good Health Habits,Boy,Urdu,2,Muslim,YES,6 Letters and 1 Word
Zafaryab,A Victory,Boy,Urdu,5,Muslim,NO,8 Letters and 1 Word
Zungi,Abyssinian,Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Zakkee,"Intellectual, Ingenious",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Zebeen,"Well mannered, Matured",Boy,Urdu,7,Muslim,YES,6 Letters and 1 Word
Zouqi,The Hobby,Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Zulqarnain,A Title,Boy,Arabic,4,Muslim,NO,10 Letters and 1 Word
Zakawat,Increasingly intelligent,Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Makeen,"Strong, Firm",Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Husam,"Sword, Sword Edge",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Zamal,"Provisions For A Journey, Garment, Robe, Abaya",Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Hisam,Sword,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Hanash,A hadith was narrated by a man with the same name,Boy,Urdu,1,Muslim,YES,6 Letters and 1 Word
Huwa,Mother of mankind,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Himayat,"Help, Protection, Guardianship",Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Hajj,One Who Has Performed The Hajj Or Pilgrimage To Makkah,Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Houd,"Variant Of Hud: The Biblical Hud Is The English Language Equivalent, A Prophet's Name",Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Hamidullah,The appreciation of Allah swt,Boy,Urdu,4,Muslim,NO,10 Letters and 1 Word
Hujjatullah,Proof Of God Another Name For Prophet Idris,Boy,Arabic,9,Muslim,NO,11 Letters and 1 Word
Hadaf,Respected,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Hanfi,"School follower,",Boy,Urdu,3,Muslim,YES,5 Letters and 1 Word
Hanai,Of happiness,Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Hashami,An Ancestor Of Prophet Muhammad,Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Wadid,Lover,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Warood,"Enter, Rose Flower",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Walee,Friend,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Wasaaq,Contract,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Wadd,One of the five idols worshiped by Noah's people,Boy,Urdu,2,Muslim,YES,4 Letters and 1 Word
Waail,Shelter,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Hamal,Lamb,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Werqaa,Wolf,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Waseed,Door,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Wasna-a,Happy,Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Wawdad,Brave,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Washed,Opened,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Walil,"Fresh And Mellow, Lush, Happy",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Washaakh,Sword,Boy,Arabic,7,Muslim,NO,8 Letters and 1 Word
Manzur,"Acceptable, Admired",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Waeed,News,Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Masrur,"Pleased, Happy",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Wasee,"Wide, Spacious",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Mikaa'il,Variant Of Mikael: The Biblical Michael Is The English Language Equivalent,Boy,Arabic,1,Muslim,NO,8 Letters and 1 Word
Mamnun,Trustworthy,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Mufti,Expounder Of Islamic Law,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Mujtahid,To Cush,Boy,Arabic,2,Muslim,NO,8 Letters and 1 Word
Mureed,"Variant Of Murid: Follower, Desirous, Student",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Waqed,Bright,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Mohamed,"Variant Used For Mohammad: Founder Of Islamic Religion, Praiseworthy, Glorified",Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Mabrok,Happy Saad,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Muahid,God Is One Believe,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Mirat,wish,Boy,Urdu,2,Muslim,YES,5 Letters and 1 Word
Muntazar,To Waiting,Boy,Urdu,5,Muslim,NO,8 Letters and 1 Word
Mu'in,"Assistant, Helper",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Ham,"Heads, Chief",Boy,Arabic,9,Muslim,YES,3 Letters and 1 Word
Habis,A narrator of Hadith,Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
"Humeer, Humair",The Red,Boy,Urdu,6,Muslim,NO,14 Letters and 2 Word
Hatif,"One Who Calls, One Who Summons",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Mu'adh,"In Sindhi meaning is : Protected,",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Haroun-al-rachid,Fifth Abbasid Caliph,Boy,Arabic,6,Muslim,NO,16 Letters and 1 Word
Hareem,Respectable,Boy,Urdu,5,Muslim,YES,6 Letters and 1 Word
Heydar,In parsi meaning is : Lion,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Hafil,"Diligent, Industrious",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Hilm,"Calmness, Patience, Intelligence",Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Haleef,"Variant Of Halif: Ally, Confederate,",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Muaz,"Protected, Guarded, Secure",Boy,Arabic,1,Muslim,YES,4 Letters and 1 Word
Haflat,"All, Everything",Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Warfan,Recommender,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Hamadi,In egyptian meaning is : One who is praised ( Swahili origin ),Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Hatin,A good rain clouds,Boy,Urdu,6,Muslim,YES,5 Letters and 1 Word
Wadin,Wet,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Wazee,Servent,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Wasaamah,Beautiful,Boy,Arabic,4,Muslim,NO,8 Letters and 1 Word
Mutaseem,"Variant Of Mutasim: Adhering To Faith, To God",Boy,Arabic,3,Muslim,NO,8 Letters and 1 Word
Muhtaram,"Respectable, Honored",Boy,Arabic,4,Muslim,NO,8 Letters and 1 Word
Waali,Friend,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Muhannad,Sword,Boy,Arabic,3,Muslim,NO,8 Letters and 1 Word
Waani,Complete,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Wasaaf,Testimonials,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Warqan,Recommender,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Mu'allam,"Educator, Preceptor",Boy,Arabic,9,Muslim,NO,8 Letters and 1 Word
Mussadiq,To Attest,Boy,Urdu,9,Muslim,NO,8 Letters and 1 Word
Murid,"Follower, Desirous, Student",Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
MashAllah,Power Of God,Boy,Arabic,3,Muslim,NO,9 Letters and 1 Word
Mujeer,Allah As The Name Attributive To Give Safe Spaces And Assistance,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Meeras,LEGACY ,Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Mazahir,"Exteriors, Appearances",Boy,Urdu,3,Muslim,NO,7 Letters and 1 Word
Mojtaba,In Farsi meaning is : Chosen,Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Moonis,"Variant Of Munis: Companion, Consoler",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Janab,Recpectable,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Janiya,My Life,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Jalal Al Din,Glory of the faith,Boy,Urdu,6,Muslim,NO,12 Letters and 3 Word
Jurhad,He was ibn Khuwaylid Al-Asla,Boy,Urdu,8,Muslim,YES,6 Letters and 1 Word
Jamaaluddin,Variant Of Jamaludin: Beauty Of The Faith,Boy,Arabic,7,Muslim,NO,11 Letters and 1 Word
Jelaluddin,Glory Of The Faith,Boy,Arabic,7,Muslim,NO,10 Letters and 1 Word
Jayala,strong muscular body,Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Jelaludeen,Variant Of Jelaluddin: Glory Of The Faith,Boy,Arabic,6,Muslim,NO,10 Letters and 1 Word
Jelaluddeen,Variant Of Jelaluddin: Glory Of The Faith,Boy,Arabic,6,Muslim,NO,11 Letters and 1 Word
Jinnah,Window,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Jamall,Handsome,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Jahdami,An authority for hadith had this name,Boy,Urdu,2,Muslim,NO,7 Letters and 1 Word
Jawal,Fighter,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Jaleelah,"Great, glorious, illustrious, dignified,",Boy,Urdu,9,Muslim,NO,8 Letters and 1 Word
Jamaaludeen,Variant Of Jamaludin: Beauty Of The Faith,Boy,Arabic,7,Muslim,NO,11 Letters and 1 Word
Jawdah,"Heavy rain, benevolent deed",Boy,Urdu,4,Muslim,YES,6 Letters and 1 Word
Jazab,Attractive,Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Jusamah,"Nightmare, Name of a compani",Boy,Urdu,4,Muslim,NO,7 Letters and 1 Word
Jumaat,Group,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Jazeel,Strong,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Juthamah,Nightmare (name of companion),Boy,Urdu,4,Muslim,NO,8 Letters and 1 Word
Jiddat,Freshness,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Jandarah,"Name of a Sahabi RA,",Boy,Urdu,5,Muslim,NO,8 Letters and 1 Word
Jalalaldin,Glory of the faith,Boy,Urdu,6,Muslim,NO,10 Letters and 1 Word
Johan,"German variation oh john meaning God is kind and gracious,skilled or champion",Boy,Urdu,1,Muslim,YES,5 Letters and 1 Word
Jalali,Anger,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Jamalaldin,Beauty of the faith,Boy,Urdu,5,Muslim,NO,10 Letters and 1 Word
Jabal,Mountain,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Fakhrid-adin,Variant Of Fakhr Aldin: Glorious Religion,Boy,Arabic,7,Muslim,NO,12 Letters and 1 Word
Jaseem,Big Body,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Fareh,"Glad, Happy",Boy,Arabic,9,Muslim,YES,5 Letters and 1 Word
Faramarz,A Character In Shahnameh,Boy,Persian,6,Muslim,NO,8 Letters and 1 Word
Ferjal,Prosperous,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Farbod,"Right, Orthodox",Boy,Persian,4,Muslim,YES,6 Letters and 1 Word
Janasheen,Deputy President,Boy,Arabic,9,Muslim,NO,9 Letters and 1 Word
Faqeed,"Rare, great",Boy,Urdu,5,Muslim,YES,6 Letters and 1 Word
Fujai,Name of Prophets (SAW) companion,Boy,Urdu,8,Muslim,YES,5 Letters and 1 Word
Fihr,"Means ""stone pestle"" in Arabic,",Boy,Urdu,1,Muslim,YES,4 Letters and 1 Word
Farukh Akhtar,Feeling Lucky,Boy,Urdu,2,Muslim,NO,13 Letters and 2 Word
Ferghan,A wave of spacious vessels music,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Fakhr-aldin,Glorious Religion,Boy,Arabic,3,Muslim,NO,11 Letters and 1 Word
Faaiq,High,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Fayadh,Variant Of Fayyadh: Generous,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Fir'aun,Proud,Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Fragh,Relax,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Fath,Winner; victorious,Boy,Persian,2,Muslim,YES,4 Letters and 1 Word
Farwah,Name of a few of the companions,Boy,Urdu,8,Muslim,YES,6 Letters and 1 Word
Farhatullah,Pleasure Of God,Boy,Arabic,7,Muslim,NO,11 Letters and 1 Word
Fasah,VASTHESS ,Boy,Urdu,5,Muslim,YES,5 Letters and 1 Word
Fakahat,Good Natured,Boy,Arabic,4,Muslim,NO,7 Letters and 1 Word
Fahmidah,"Intelligent, Wise",Boy,Arabic,9,Muslim,NO,8 Letters and 1 Word
Fahmat,"Dusk, Darkness",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Fakeeh,Cheerful,Boy,Urdu,9,Muslim,YES,6 Letters and 1 Word
Firagh,"Leisure, Happiness",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Farashah,"Moth, Butterfly",Boy,Arabic,2,Muslim,NO,8 Letters and 1 Word
Fasikh,"Successful, bounty, bliss",Boy,Urdu,3,Muslim,YES,6 Letters and 1 Word
Fakur,Thinker,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Fiaz,Generous,Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Naasih,Variant Of Nasih: Advisor,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Nooruddeen,Variant Of Nuruddin: Brightness Of The Faith,Boy,Arabic,9,Muslim,NO,10 Letters and 1 Word
Nassor,Supporter,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Fakhirah,"Precious, Honourable",Boy,Arabic,5,Muslim,NO,8 Letters and 1 Word
Namvar,Famous,Boy,Persian,9,Muslim,YES,6 Letters and 1 Word
Fayzul Haq,"Grace of the truth i,e, Allah,",Boy,Urdu,2,Muslim,NO,10 Letters and 2 Word
Alamgir,Conqueror Of The World,Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Ateeq,"Old Ancient,",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Arad,Name Of An Angel,Boy,Persian,7,Muslim,YES,4 Letters and 1 Word
Aamin,God Have It So,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Awais,"gifted, bestowed, little wolf",Boy,Arabic,4,Muslim,YES,5 Letters and 1 Word
Abu Talha,A great Sahabi who participa,Boy,Urdu,7,Muslim,NO,9 Letters and 2 Word
Dark,Mind,Boy,Arabic,6,Muslim,YES,4 Letters and 1 Word
Damir,Iron,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Abdul-bari,Variant Of Abdul-Baari: Servant Of The Creator,Boy,Arabic,5,Muslim,NO,10 Letters and 1 Word
Aamad,Intended To,Boy,Urdu,7,Muslim,YES,5 Letters and 1 Word
Dianat,Honesty,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Dukhan,Smoke,Boy,Arabic,7,Muslim,YES,6 Letters and 1 Word
Draz,Long,Boy,Arabic,5,Muslim,YES,4 Letters and 1 Word
Dhola,Love,Boy,Arabic,5,Muslim,YES,5 Letters and 1 Word
Ashab,"Master, Friends, Companions",Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Dil,"Heart (the Organ) Mind, Soul, Conscience, Generosity, Munificence, Will, Willingness, Courage, Bravery",Boy,Arabic,7,Muslim,YES,3 Letters and 1 Word
Dukhtar,Daughter,Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Akif,"Attached, Intent,",Boy,Arabic,7,Muslim,YES,4 Letters and 1 Word
Dranna,A valuable herb,Boy,Balochi,4,Muslim,YES,6 Letters and 1 Word
Deem,Brightness,Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Naasi,"Variant Of Nasi': Obvious, Evident",Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Nahij,The Release,Boy,Urdu,8,Muslim,YES,5 Letters and 1 Word
Nima,Small,Boy,Persian,2,Muslim,YES,4 Letters and 1 Word
Dil Murad,Heart's wish,Boy,Balochi,9,Muslim,NO,9 Letters and 2 Word
Nazaam,"Variant Of Nazam: Order, Discipline",Boy,Arabic,10,Muslim,YES,6 Letters and 1 Word
Dianad,Justice,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Na'eem,"Variant Of Na'im: Happiness, Benefits",Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Naadi,Caller,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Nathar,"Scattered, Tiny Pieces",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Niyoosha,A Listener,Boy,Persian,7,Muslim,NO,8 Letters and 1 Word
Naashaad,"Variant Of Nashad: Unhappy, Morose",Boy,Arabic,4,Muslim,NO,8 Letters and 1 Word
Nasooh,Advise ,Boy,Arabic,1,Muslim,YES,6 Letters and 1 Word
Naathim,"Variant Of Nathim: Arranger, Adjuster",Boy,Arabic,5,Muslim,NO,7 Letters and 1 Word
Najee',"Variant Of Naji': Useful, Beneficial",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Noraiz,The First Ray Of Sunlight Which Came To Earth,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Naazeer,"Variant Of Naazir: Observant, Spectator",Boy,Arabic,6,Muslim,NO,7 Letters and 1 Word
Aafsar,"Fast-Paced, Rapidly That Works",Boy,Urdu,6,Muslim,YES,6 Letters and 1 Word
Nazr,"Vow, Solemn Pledge",Boy,Arabic,7,Muslim,YES,4 Letters and 1 Word
Arhaam,Merciful,Boy,Urdu,7,Muslim,YES,6 Letters and 1 Word
Nayyir,"Luminous, Brilliant",Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Aatazaz,Be Dear,Boy,Arabic,9,Muslim,NO,7 Letters and 1 Word
Aafreen,"Trustworthy, Excellent, Lucky",Boy,Sindhi,5,Muslim,NO,7 Letters and 1 Word
Ashrafi,Gold Coin,Boy,Arabic,7,Muslim,NO,7 Letters and 1 Word
Arkan,"Pl, of Rukn, support, prop",Boy,Urdu,2,Muslim,YES,5 Letters and 1 Word
Aadroop,Embodiment of the Beginning-less,Boy,Punjabi,6,Muslim,NO,7 Letters and 1 Word
Armin,A Character In Shahnameh (Key-ghobad's Son),Boy,Persian,4,Muslim,YES,5 Letters and 1 Word
Awan,Quality,Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Atik,"NOBLE,Honorable",Boy,Arabic,3,Muslim,YES,4 Letters and 1 Word
Dondar,Religious,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Afiyat,"Good Health, Ease, Comfort",Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Aaien,Darwish adjectives,Boy,Urdu,9,Muslim,YES,5 Letters and 1 Word
Deaan,Eagle,Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Aamil,"Worker, Effective",Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Azmi,One Who Keeps His Word,Boy,Arabic,1,Muslim,YES,4 Letters and 1 Word
Ali Haider,"The High, Exalted One, Lion ",Boy,Arabic,6,Muslim,NO,10 Letters and 2 Word
Dewan,"Minister, Court Of Law",Boy,Arabic,8,Muslim,YES,5 Letters and 1 Word
Deed,View,Boy,Arabic,9,Muslim,YES,4 Letters and 1 Word
Deeham,Crown,Boy,Arabic,5,Muslim,YES,6 Letters and 1 Word
Dafar,World,Boy,Arabic,6,Muslim,YES,5 Letters and 1 Word
Dorao,Coming Up,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Damil,Honor,Boy,Arabic,3,Muslim,YES,5 Letters and 1 Word
Dilaik,Desire,Boy,Arabic,9,Muslim,YES,6 Letters and 1 Word
Drafi,Name Of A Town,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Dulara,Lovely,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Dudman,Family,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Dur-e-Yateem,Pearl,Boy,Arabic,7,Muslim,NO,12 Letters and 1 Word
Naaem,Sleep,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Naasah,"Variant Of Nasah: Counselor, Advisor",Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Nathir,Warner,Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Naabil,Archer,Boy,Arabic,2,Muslim,YES,6 Letters and 1 Word
Nawaazish,"Variant Of Nawazish: Caress, Kindness",Boy,Arabic,4,Muslim,NO,9 Letters and 1 Word
Naafayh,Beneficial,Boy,Arabic,3,Muslim,NO,7 Letters and 1 Word
Noorani,Bright,Boy,Arabic,2,Muslim,NO,7 Letters and 1 Word
Nadbim,close friends,Boy,Urdu,6,Muslim,YES,6 Letters and 1 Word
Amanullah,Protection of God,Boy,Sindhi,7,Muslim,NO,9 Letters and 1 Word
Naabit,Singer,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Natheer,Variant Of Nathir: Warner,Boy,Arabic,8,Muslim,NO,7 Letters and 1 Word
Abdul-muiz,Servant Of The Giver Of Might And Glory,Boy,Arabic,8,Muslim,NO,10 Letters and 1 Word
Abdel,Servant Of God,Boy,Arabic,7,Muslim,YES,5 Letters and 1 Word
Arafah,"Vigil, Guard",Boy,Arabic,4,Muslim,YES,6 Letters and 1 Word
Aayed,Obligor,Boy,Urdu,4,Muslim,YES,5 Letters and 1 Word
Iltemas,Request,Boy,Arabic,1,Muslim,NO,7 Letters and 1 Word
Dodman,Family,Boy,Arabic,6,Muslim,YES,6 Letters and 1 Word
Dost,Companion,Boy,Arabic,2,Muslim,YES,4 Letters and 1 Word
Drasat,Wise,Boy,Arabic,8,Muslim,YES,6 Letters and 1 Word
Dil Awez,"Favourite, Preferred, Attractive, Beautiful, Lovely",Boy,Arabic,3,Muslim,NO,8 Letters and 2 Word
Inaas,Mirror,Boy,Arabic,1,Muslim,YES,5 Letters and 1 Word
Duamah,Support,Boy,Arabic,3,Muslim,YES,6 Letters and 1 Word
Irzam,Long Hair,Boy,Arabic,2,Muslim,YES,5 Letters and 1 Word
Insharah,Happiness,Boy,Arabic,2,Muslim,NO,8 Letters and 1 Word
